Remark,Title=CSV File
Remark,Date=2026-4-23-13:41:3.93
Remark,Version=Ver3.1
Remark,PLC Name=LSPLC
Remark,CPU Type=XGI-CPUUN
Remark,EIP GUID=e409e8f1-f05b-43de-b79a-1fe0b8b320d2
Remark,EIP OnlineWrite=0
Tag,Flag\PID\7_13,"_PID7_13P_on_PV",%KX117773,"BOOL",,"PID 비례(P) 계산 소스 선택 (0:ERR, 1:PV) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13D_on_ERR",%KX117805,"BOOL",,"PID 미분(D) 계산 소스 선택 (0:PV, 1:ERR) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13AT_EN",%KX117837,"BOOL",,"PID 오토튜닝 설정 (0:Disable, 1:Enable) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13MV_BMPL",%KX117869,"BOOL",,"PID 모드 전환(A/M)시 MV 평활 설정 (0:Disable, 1:Enable) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13SV",%KW7790,"INT",,"PID 목표값 (SV) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13T_s",%KW7791,"WORD",,"PID 연산 주기 (T_s)[0.1msec] - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13K_p",%KD3896,"REAL",,"PID P - 상수 (K_p) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13T_i",%KD3897,"REAL",,"PID I  - 상수 (T_i)[sec] - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13T_d",%KD3898,"REAL",,"PID D - 상수 (T_d)[sec] - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13d_PV_max",%KW7798,"WORD",,"PID PV 변화량 제한 - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13d_MV_max",%KW7799,"WORD",,"PID MV 변화량 제한 - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13MV_max",%KW7800,"INT",,"PID MV 최대값 제한 - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13MV_min",%KW7801,"INT",,"PID MV 최소값 제한 - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13MV_man",%KW7802,"INT",,"PID 수동 출력 (MV_man) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13STATE",%KW7803,"WORD",,"PID State - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13ALARM0",%KX124848,"BOOL",,"PID Alarm 0 (1:T_s 설정이 작음) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13ALARM1",%KX124849,"BOOL",,"PID Alarm 1 (1:K_p 가 0 임) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13ALARM2",%KX124850,"BOOL",,"PID Alarm 2 (1:PV 변화량 제한됨) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13ALARM3",%KX124851,"BOOL",,"PID Alarm 3 (1:MV 변화량 제한됨) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13ALARM4",%KX124852,"BOOL",,"PID Alarm 4 (1:MV 최대값 제한됨) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13ALARM5",%KX124853,"BOOL",,"PID Alarm 5 (1:MV 최소값 제한됨) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13ALARM6",%KX124854,"BOOL",,"PID Alarm 6 (1:AT 비정상 취소 상태) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13ALARM7",%KX124855,"BOOL",,"PID Alarm 7 - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13STATE0",%KX124856,"BOOL",,"PID State 0 (0:PID_STOP, 1:PID_RUN) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13STATE1",%KX124857,"BOOL",,"PID State 1 (0:AT_STOP, 1:AT_RUN) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13STATE2",%KX124858,"BOOL",,"PID State 2 (0:AT_UNDONE, 1:DONE) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13STATE3",%KX124859,"BOOL",,"PID State 3 (0:REM_STOP, 1:REM_RUN) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13STATE4",%KX124860,"BOOL",,"PID State 4 (0:AUTO_OUT, 1:MAN_OUT) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13STATE5",%KX124861,"BOOL",,"PID State 5 (0:CAS_STOP, 1:CAS_RUN) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13STATE6",%KX124862,"BOOL",,"PID State 6 (0:SLV/SINGLE, 1:CAS_MST) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13STATE7",%KX124863,"BOOL",,"PID State 7 (0:AW_STOP, 1:AW_ACT) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13PV",%KW7804,"INT",,"PID 현재값 (PV) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13PV_old",%KW7805,"INT",,"PID 이전값 (PV_old) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13MV",%KW7806,"INT",,"PID 출력값 (MV) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13MV_BMPL_val",%KW7807,"INT",,"PID 비충격 동작 메모리 (사용자 설정 금지) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13ERR",%KD3904,"DINT",,"PID 제어 에러값 - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13MV_p",%KD3905,"REAL",,"PID 출력값 P 성분 - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13MV_i",%KD3906,"REAL",,"PID 출력값 I 성분 - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13MV_d",%KD3907,"REAL",,"PID 출력값 D 성분 - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13DB_W",%KW7816,"WORD",,"PID 데드밴드 설정 (안정화 후 동작) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13Td_lag",%KW7817,"WORD",,"PID 미분 함수 LAG 필터 - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13AT_HYS_val",%KW7818,"WORD",,"PID 오토튜닝 히스테리시스 설정 - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13AT_SV",%KW7819,"INT",,"PID 오토튜닝 시 SV 설정 - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13AT_step",%KW7820,"WORD",,"PID 오토튜닝 상태 표시 (사용자 설정 금지) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID7_13INT_MEM",%KW7821,"WORD",,"PID 내부 메모리 (사용자 설정 금지) - 블록7 루프13"
Tag,Flag\PID\7_13,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_13,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_13,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_13,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_13,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_13,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_13,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_13,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_13,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\PID\7_14,"_PID7_14MAN",%KX117614,"BOOL",,"PID 출력 선택 (0:자동, 1:수동) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14PAUSE",%KX117646,"BOOL",,"PID 일시정지 (0: STOP/RUN 1:PAUSE) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14REV",%KX117678,"BOOL",,"PID 동작 선택(0:정, 1:역) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14AW2D",%KX117710,"BOOL",,"PID Anti Wind-up2 금지 (0:동작, 1:금지) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14REM_RUN",%KX117742,"BOOL",,"PID 리모트(HMI) 실행 비트 (0:STOP, 1:RUN) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14P_on_PV",%KX117774,"BOOL",,"PID 비례(P) 계산 소스 선택 (0:ERR, 1:PV) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14D_on_ERR",%KX117806,"BOOL",,"PID 미분(D) 계산 소스 선택 (0:PV, 1:ERR) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14AT_EN",%KX117838,"BOOL",,"PID 오토튜닝 설정 (0:Disable, 1:Enable) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14MV_BMPL",%KX117870,"BOOL",,"PID 모드 전환(A/M)시 MV 평활 설정 (0:Disable, 1:Enable) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14SV",%KW7822,"INT",,"PID 목표값 (SV) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14T_s",%KW7823,"WORD",,"PID 연산 주기 (T_s)[0.1msec] - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14K_p",%KD3912,"REAL",,"PID P - 상수 (K_p) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14T_i",%KD3913,"REAL",,"PID I  - 상수 (T_i)[sec] - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14T_d",%KD3914,"REAL",,"PID D - 상수 (T_d)[sec] - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14d_PV_max",%KW7830,"WORD",,"PID PV 변화량 제한 - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14d_MV_max",%KW7831,"WORD",,"PID MV 변화량 제한 - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14MV_max",%KW7832,"INT",,"PID MV 최대값 제한 - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14MV_min",%KW7833,"INT",,"PID MV 최소값 제한 - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14MV_man",%KW7834,"INT",,"PID 수동 출력 (MV_man) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14STATE",%KW7835,"WORD",,"PID State - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14ALARM0",%KX125360,"BOOL",,"PID Alarm 0 (1:T_s 설정이 작음) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14ALARM1",%KX125361,"BOOL",,"PID Alarm 1 (1:K_p 가 0 임) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14ALARM2",%KX125362,"BOOL",,"PID Alarm 2 (1:PV 변화량 제한됨) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14ALARM3",%KX125363,"BOOL",,"PID Alarm 3 (1:MV 변화량 제한됨) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14ALARM4",%KX125364,"BOOL",,"PID Alarm 4 (1:MV 최대값 제한됨) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14ALARM5",%KX125365,"BOOL",,"PID Alarm 5 (1:MV 최소값 제한됨) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14ALARM6",%KX125366,"BOOL",,"PID Alarm 6 (1:AT 비정상 취소 상태) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14ALARM7",%KX125367,"BOOL",,"PID Alarm 7 - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14STATE0",%KX125368,"BOOL",,"PID State 0 (0:PID_STOP, 1:PID_RUN) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14STATE1",%KX125369,"BOOL",,"PID State 1 (0:AT_STOP, 1:AT_RUN) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14STATE2",%KX125370,"BOOL",,"PID State 2 (0:AT_UNDONE, 1:DONE) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14STATE3",%KX125371,"BOOL",,"PID State 3 (0:REM_STOP, 1:REM_RUN) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14STATE4",%KX125372,"BOOL",,"PID State 4 (0:AUTO_OUT, 1:MAN_OUT) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14STATE5",%KX125373,"BOOL",,"PID State 5 (0:CAS_STOP, 1:CAS_RUN) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14STATE6",%KX125374,"BOOL",,"PID State 6 (0:SLV/SINGLE, 1:CAS_MST) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14STATE7",%KX125375,"BOOL",,"PID State 7 (0:AW_STOP, 1:AW_ACT) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14PV",%KW7836,"INT",,"PID 현재값 (PV) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14PV_old",%KW7837,"INT",,"PID 이전값 (PV_old) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14MV",%KW7838,"INT",,"PID 출력값 (MV) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14MV_BMPL_val",%KW7839,"INT",,"PID 비충격 동작 메모리 (사용자 설정 금지) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14ERR",%KD3920,"DINT",,"PID 제어 에러값 - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14MV_p",%KD3921,"REAL",,"PID 출력값 P 성분 - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14MV_i",%KD3922,"REAL",,"PID 출력값 I 성분 - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14MV_d",%KD3923,"REAL",,"PID 출력값 D 성분 - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14DB_W",%KW7848,"WORD",,"PID 데드밴드 설정 (안정화 후 동작) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14Td_lag",%KW7849,"WORD",,"PID 미분 함수 LAG 필터 - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14AT_HYS_val",%KW7850,"WORD",,"PID 오토튜닝 히스테리시스 설정 - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14AT_SV",%KW7851,"INT",,"PID 오토튜닝 시 SV 설정 - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14AT_step",%KW7852,"WORD",,"PID 오토튜닝 상태 표시 (사용자 설정 금지) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID7_14INT_MEM",%KW7853,"WORD",,"PID 내부 메모리 (사용자 설정 금지) - 블록7 루프14"
Tag,Flag\PID\7_14,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_14,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_14,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_14,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_14,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_14,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_14,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_14,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_14,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\PID\7_15,"_PID7_15MAN",%KX117615,"BOOL",,"PID 출력 선택 (0:자동, 1:수동) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15PAUSE",%KX117647,"BOOL",,"PID 일시정지 (0: STOP/RUN 1:PAUSE) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15REV",%KX117679,"BOOL",,"PID 동작 선택(0:정, 1:역) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15AW2D",%KX117711,"BOOL",,"PID Anti Wind-up2 금지 (0:동작, 1:금지) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15REM_RUN",%KX117743,"BOOL",,"PID 리모트(HMI) 실행 비트 (0:STOP, 1:RUN) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15P_on_PV",%KX117775,"BOOL",,"PID 비례(P) 계산 소스 선택 (0:ERR, 1:PV) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15D_on_ERR",%KX117807,"BOOL",,"PID 미분(D) 계산 소스 선택 (0:PV, 1:ERR) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15AT_EN",%KX117839,"BOOL",,"PID 오토튜닝 설정 (0:Disable, 1:Enable) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15MV_BMPL",%KX117871,"BOOL",,"PID 모드 전환(A/M)시 MV 평활 설정 (0:Disable, 1:Enable) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15SV",%KW7854,"INT",,"PID 목표값 (SV) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15T_s",%KW7855,"WORD",,"PID 연산 주기 (T_s)[0.1msec] - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15K_p",%KD3928,"REAL",,"PID P - 상수 (K_p) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15T_i",%KD3929,"REAL",,"PID I  - 상수 (T_i)[sec] - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15T_d",%KD3930,"REAL",,"PID D - 상수 (T_d)[sec] - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15d_PV_max",%KW7862,"WORD",,"PID PV 변화량 제한 - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15d_MV_max",%KW7863,"WORD",,"PID MV 변화량 제한 - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15MV_max",%KW7864,"INT",,"PID MV 최대값 제한 - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15MV_min",%KW7865,"INT",,"PID MV 최소값 제한 - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15MV_man",%KW7866,"INT",,"PID 수동 출력 (MV_man) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15STATE",%KW7867,"WORD",,"PID State - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15ALARM0",%KX125872,"BOOL",,"PID Alarm 0 (1:T_s 설정이 작음) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15ALARM1",%KX125873,"BOOL",,"PID Alarm 1 (1:K_p 가 0 임) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15ALARM2",%KX125874,"BOOL",,"PID Alarm 2 (1:PV 변화량 제한됨) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15ALARM3",%KX125875,"BOOL",,"PID Alarm 3 (1:MV 변화량 제한됨) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15ALARM4",%KX125876,"BOOL",,"PID Alarm 4 (1:MV 최대값 제한됨) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15ALARM5",%KX125877,"BOOL",,"PID Alarm 5 (1:MV 최소값 제한됨) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15ALARM6",%KX125878,"BOOL",,"PID Alarm 6 (1:AT 비정상 취소 상태) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15ALARM7",%KX125879,"BOOL",,"PID Alarm 7 - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15STATE0",%KX125880,"BOOL",,"PID State 0 (0:PID_STOP, 1:PID_RUN) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15STATE1",%KX125881,"BOOL",,"PID State 1 (0:AT_STOP, 1:AT_RUN) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15STATE2",%KX125882,"BOOL",,"PID State 2 (0:AT_UNDONE, 1:DONE) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15STATE3",%KX125883,"BOOL",,"PID State 3 (0:REM_STOP, 1:REM_RUN) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15STATE4",%KX125884,"BOOL",,"PID State 4 (0:AUTO_OUT, 1:MAN_OUT) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15STATE5",%KX125885,"BOOL",,"PID State 5 (0:CAS_STOP, 1:CAS_RUN) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15STATE6",%KX125886,"BOOL",,"PID State 6 (0:SLV/SINGLE, 1:CAS_MST) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15STATE7",%KX125887,"BOOL",,"PID State 7 (0:AW_STOP, 1:AW_ACT) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15PV",%KW7868,"INT",,"PID 현재값 (PV) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15PV_old",%KW7869,"INT",,"PID 이전값 (PV_old) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15MV",%KW7870,"INT",,"PID 출력값 (MV) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15MV_BMPL_val",%KW7871,"INT",,"PID 비충격 동작 메모리 (사용자 설정 금지) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15ERR",%KD3936,"DINT",,"PID 제어 에러값 - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15MV_p",%KD3937,"REAL",,"PID 출력값 P 성분 - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15MV_i",%KD3938,"REAL",,"PID 출력값 I 성분 - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15MV_d",%KD3939,"REAL",,"PID 출력값 D 성분 - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15DB_W",%KW7880,"WORD",,"PID 데드밴드 설정 (안정화 후 동작) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15Td_lag",%KW7881,"WORD",,"PID 미분 함수 LAG 필터 - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15AT_HYS_val",%KW7882,"WORD",,"PID 오토튜닝 히스테리시스 설정 - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15AT_SV",%KW7883,"INT",,"PID 오토튜닝 시 SV 설정 - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15AT_step",%KW7884,"WORD",,"PID 오토튜닝 상태 표시 (사용자 설정 금지) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID7_15INT_MEM",%KW7885,"WORD",,"PID 내부 메모리 (사용자 설정 금지) - 블록7 루프15"
Tag,Flag\PID\7_15,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_15,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_15,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_15,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_15,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_15,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_15,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_15,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\7_15,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\PID\7_16,"_PID7_16MAN",%KX117616,"BOOL",,"PID 출력 선택 (0:자동, 1:수동) - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16PAUSE",%KX117648,"BOOL",,"PID 일시정지 (0: STOP/RUN 1:PAUSE) - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16REV",%KX117680,"BOOL",,"PID 동작 선택(0:정, 1:역) - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16AW2D",%KX117712,"BOOL",,"PID Anti Wind-up2 금지 (0:동작, 1:금지) - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16REM_RUN",%KX117744,"BOOL",,"PID 리모트(HMI) 실행 비트 (0:STOP, 1:RUN) - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16P_on_PV",%KX117776,"BOOL",,"PID 비례(P) 계산 소스 선택 (0:ERR, 1:PV) - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16D_on_ERR",%KX117808,"BOOL",,"PID 미분(D) 계산 소스 선택 (0:PV, 1:ERR) - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16AT_EN",%KX117840,"BOOL",,"PID 오토튜닝 설정 (0:Disable, 1:Enable) - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16MV_BMPL",%KX117872,"BOOL",,"PID 모드 전환(A/M)시 MV 평활 설정 (0:Disable, 1:Enable) - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16SV",%KW7886,"INT",,"PID 목표값 (SV) - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16T_s",%KW7887,"WORD",,"PID 연산 주기 (T_s)[0.1msec] - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16K_p",%KD3944,"REAL",,"PID P - 상수 (K_p) - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16T_i",%KD3945,"REAL",,"PID I  - 상수 (T_i)[sec] - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16T_d",%KD3946,"REAL",,"PID D - 상수 (T_d)[sec] - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16d_PV_max",%KW7894,"WORD",,"PID PV 변화량 제한 - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16d_MV_max",%KW7895,"WORD",,"PID MV 변화량 제한 - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16MV_max",%KW7896,"INT",,"PID MV 최대값 제한 - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16MV_min",%KW7897,"INT",,"PID MV 최소값 제한 - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16MV_man",%KW7898,"INT",,"PID 수동 출력 (MV_man) - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16STATE",%KW7899,"WORD",,"PID State - 블록7 루프16"
Tag,Flag\PID\7_16,"_PID7_16ALARM0",%KX126384,"BOOL",,"PID Alarm 0 (1:T_s 설정이 작음) - 블록7 루프16"
